player_name,player_position,team,player_image_url,team_id,player_id_team,player_id
Jaxon Smith-Njigba,WR,Seattle Seahawks,https://static.www.nfl.com/image/upload/t_player_profile_landscape/t_player_profile_landscape/f_auto/league/lfroslgx4bo5p641flvg,SEA,jaxon-smith-njigba-SEA,jaxon-smith-njigba
Courtland Sutton,WR,Denver Broncos,https://static.www.nfl.com/image/upload/t_player_profile_landscape/t_player_profile_landscape/f_auto/league/qts95gbd6hv65s9eiseq,DEN,courtland-sutton-DEN,courtland-sutton
Adonai Mitchell,WR,Indianapolis Colts,https://static.www.nfl.com/image/upload/t_player_profile_landscape/t_player_profile_landscape/f_auto/league/fztxucnxhoxep6utluyc,IND,adonai-mitchell-IND,adonai-mitchell
Justin Jefferson,WR,Minnesota Vikings,https://static.www.nfl.com/image/upload/t_player_profile_landscape/t_player_profile_landscape/f_auto/league/vrftbpzwk6qmv0zjcysg,MIN,justin-jefferson-MIN,justin-jefferson
Cedrick Wilson Jr.,WR,New Orleans Saints,https://static.www.nfl.com/image/upload/t_player_profile_landscape/t_player_profile_landscape/f_auto/league/vuolr6nwwbrwwc5ldt7f,NO,ced-wilson-NO,ced-wilson
Jalen Coker,WR,Carolina Panthers,https://static.www.nfl.com/image/upload/t_player_profile_landscape/t_player_profile_landscape/f_auto/league/wk9xewrixauh09f71pqh,CAR,jalen-coker-CAR,jalen-coker
Stefon Diggs,WR,Houston Texans,https://static.www.nfl.com/image/upload/t_player_profile_landscape/t_player_profile_landscape/f_auto/league/to2qwuffjnjlouctglsl,HOU,stefon-diggs-HOU,stefon-diggs
Amon-Ra St. Brown,WR,Detroit Lions,https://static.www.nfl.com/image/upload/t_player_profile_landscape/t_player_profile_landscape/f_auto/league/jmfuamqblg8jag0stpnq,DET,amon-ra-st-brown-DET,amon-ra-st-brown
Keenan Allen,WR,Chicago Bears,https://static.www.nfl.com/image/upload/t_player_profile_landscape/t_player_profile_landscape/f_auto/league/lngo1onvkcqjnq7ozkuu,CHI,keenan-allen-CHI,keenan-allen
Tutu Atwell,WR,Los Angeles Rams,https://static.www.nfl.com/image/upload/t_player_profile_landscape/t_player_profile_landscape/f_auto/league/hpvbp9pn7ifbh62nde0n,LAR,tutu-atwell-LAR,tutu-atwell
Kendrick Bourne,WR,New England Patriots,https://static.www.nfl.com/image/private/t_player_profile_landscape/t_player_profile_landscape/f_auto/league/vrovcaqql9p6xsycko83,NE,kendrick-bourne-NE,kendrick-bourne
Tyler Boyd,WR,Tennessee Titans,https://static.www.nfl.com/image/upload/t_player_profile_landscape/t_player_profile_landscape/f_auto/league/ttifog0hjxprlhkagugu,TEN,tyler-boyd-TEN,tyler-boyd
Dyami Brown,WR,Washington Commanders,https://static.www.nfl.com/image/upload/t_player_profile_landscape/t_player_profile_landscape/f_auto/league/mibh7ud59ygmzm19ivac,WAS,dyami-brown-WAS,dyami-brown
Allen Lazard,WR,New York Jets,https://static.www.nfl.com/image/private/t_player_profile_landscape/t_player_profile_landscape/f_auto/league/blrzk3bfnpneuyhsqiqg,NYJ,allen-lazard-NYJ,allen-lazard
Jakobi Meyers,WR,Las Vegas Raiders,https://static.www.nfl.com/image/upload/t_player_profile_landscape/t_player_profile_landscape/f_auto/league/p1abjttm5pu8gev0gwea,LV,jakobi-meyers-LV,jakobi-meyers
Darnell Mooney,WR,Atlanta Falcons,https://static.www.nfl.com/image/upload/t_player_profile_landscape/t_player_profile_landscape/f_auto/league/c1ixyspw0eshl3a2qrly,ATL,darnell-mooney-ATL,darnell-mooney
DJ Moore,WR,Chicago Bears,https://static.www.nfl.com/image/upload/t_player_profile_landscape/t_player_profile_landscape/f_auto/league/hqb9xnzm9brx79zl6wve,CHI,d-j-moore-CHI,d-j-moore
Malik Nabers,WR,New York Giants,https://static.www.nfl.com/image/upload/t_player_profile_landscape/t_player_profile_landscape/f_auto/league/w3edoyyuomqlovvp9ixc,NYG,malik-nabers-NYG,malik-nabers
Ricky Pearsall,WR,San Francisco 49ers,https://static.www.nfl.com/image/upload/t_player_profile_landscape/t_player_profile_landscape/f_auto/league/akwepvt6qxwbgankljmv,SF,ricky-pearsall-SF,ricky-pearsall
Deebo Samuel Sr.,WR,San Francisco 49ers,https://static.www.nfl.com/image/upload/t_player_profile_landscape/t_player_profile_landscape/f_auto/league/shqoqpjwwoiexzy6cmgb,SF,deebo-samuel-SF,deebo-samuel
Jayden Reed,WR,Green Bay Packers,https://static.www.nfl.com/image/upload/t_player_profile_landscape/t_player_profile_landscape/f_auto/league/blh2tfg9qjthqo2g6ot4,GB,jayden-reed-GB,jayden-reed
Xavier Worthy,WR,Kansas City Chiefs,https://static.www.nfl.com/image/upload/t_player_profile_landscape/t_player_profile_landscape/f_auto/league/fvzbx5gpiqkogglyoo1w,KC,xavier-worthy-KC,xavier-worthy
KaVontae Turpin,WR,Dallas Cowboys,https://static.www.nfl.com/image/upload/t_player_profile_landscape/t_player_profile_landscape/f_auto/league/lwkox2bvc6k3hqmidf4q,DAL,kavontae-turpin-DAL,kavontae-turpin
Ray-Ray McCloud,WR,Atlanta Falcons,https://static.www.nfl.com/image/upload/t_player_profile_landscape/t_player_profile_landscape/f_auto/league/nvwn3sdihyyd2itjt7vy,ATL,ray-ray-mccloud-ATL,ray-ray-mccloud
CeeDee Lamb,WR,Dallas Cowboys,https://static.www.nfl.com/image/upload/t_player_profile_landscape/t_player_profile_landscape/f_auto/league/tfuj9njqdw2dovkwhryc,DAL,ceedee-lamb-DAL,ceedee-lamb
Sterling Shepard,WR,Tampa Bay Buccaneers,https://static.www.nfl.com/image/upload/t_player_profile_landscape/t_player_profile_landscape/f_auto/league/dphqvpkeselgrselrvma,TB,sterling-shepard-TB,sterling-shepard
Mecole Hardman,WR,Kansas City Chiefs,https://static.www.nfl.com/image/upload/t_player_profile_landscape/t_player_profile_landscape/f_auto/league/cfbjutuygqg7imy0qwpt,KC,mecole-hardman-KC,mecole-hardman
Jameson Williams,WR,Detroit Lions,https://static.www.nfl.com/image/upload/t_player_profile_landscape/t_player_profile_landscape/f_auto/league/kt6xzcnjbe9affdfsayt,DET,jameson-williams-DET,jameson-williams
Zay Flowers,WR,Baltimore Ravens,https://static.www.nfl.com/image/upload/t_player_profile_landscape/t_player_profile_landscape/f_auto/league/oidhqwg0fjvanyk57nc1,BAL,zay-flowers-BAL,zay-flowers
Calvin Ridley,WR,Tennessee Titans,https://static.www.nfl.com/image/upload/t_player_profile_landscape/t_player_profile_landscape/f_auto/league/tmeij0cfgylmurfybs74,TEN,calvin-ridley-TEN,calvin-ridley
Bo Melton,WR,Green Bay Packers,https://static.www.nfl.com/image/upload/t_player_profile_landscape/t_player_profile_landscape/f_auto/league/bhmhwurwugjmymgjforf,GB,bo-melton-GB,bo-melton
Tyreek Hill,WR,Miami Dolphins,https://static.www.nfl.com/image/upload/t_player_profile_landscape/t_player_profile_landscape/f_auto/league/gdwjlpbkenmnsibawkht,MIA,tyreek-hill-MIA,tyreek-hill
Brian Thomas Jr.,WR,Jacksonville Jaguars,https://static.www.nfl.com/image/upload/t_player_profile_landscape/t_player_profile_landscape/f_auto/league/gsz15iz0ppibhslzzgch,JAX,brian-thomas-jr-JAX,brian-thomas-jr
Puka Nacua,WR,Los Angeles Rams,https://static.www.nfl.com/image/upload/t_player_profile_landscape/t_player_profile_landscape/f_auto/league/i1pmrhua5gpvwgsqphxa,LAR,puka-nacua-LAR,puka-nacua
Ashton Dulin,WR,Indianapolis Colts,https://static.www.nfl.com/image/upload/t_player_profile_landscape/t_player_profile_landscape/f_auto/league/so1vzml0sxv84xoyyr2n,IND,ashton-dulin-IND,ashton-dulin
Tre Tucker,WR,Las Vegas Raiders,https://static.www.nfl.com/image/upload/t_player_profile_landscape/t_player_profile_landscape/f_auto/league/soebzcfwhgnjffwqv1ox,LV,tre-tucker-LV,tre-tucker
Tank Dell,WR,Houston Texans,https://static.www.nfl.com/image/upload/t_player_profile_landscape/t_player_profile_landscape/f_auto/league/tqxgovzlhxj0jnwkcvtq,HOU,tank-dell-HOU,tank-dell
Jalen McMillan,WR,Tampa Bay Buccaneers,https://static.www.nfl.com/image/upload/t_player_profile_landscape/t_player_profile_landscape/f_auto/league/zdxkyl8gy4dqiq6evfzp,TB,jalen-mcmillan-TB,jalen-mcmillan
Marvin Mims Jr.,WR,Denver Broncos,https://static.www.nfl.com/image/upload/t_player_profile_landscape/t_player_profile_landscape/f_auto/league/trvilnckw7nprw1gkghl,DEN,marvin-mims-jr-DEN,marvin-mims-jr
Derius Davis,WR,Los Angeles Chargers,https://static.www.nfl.com/image/upload/t_player_profile_landscape/t_player_profile_landscape/f_auto/league/ctk98ws4ps6p4gaei6uu,LAC,derius-davis-LAC,derius-davis
Xavier Smith,WR,Los Angeles Rams,https://static.www.nfl.com/image/upload/t_player_profile_landscape/t_player_profile_landscape/f_auto/league/gbzbvyg2rlzrno7urryj,LAR,xavier-smith-LAR,xavier-smith
DJ Turner,WR,Las Vegas Raiders,https://static.www.nfl.com/image/upload/t_player_profile_landscape/t_player_profile_landscape/f_auto/league/os5eurhh1y45sixa8phl,LV,dj-turner-LV,dj-turner
Ja'Marr Chase,WR,Cincinnati Bengals,https://static.www.nfl.com/image/upload/t_player_profile_landscape/t_player_profile_landscape/f_auto/league/qkcb3qt2fhasfgtfuprd,CIN,ja-marr-chase-CIN,ja-marr-chase
Greg Dortch,WR,Arizona Cardinals,https://static.www.nfl.com/image/upload/t_player_profile_landscape/t_player_profile_landscape/f_auto/league/gkog6lrht3rnktwiberj,ARI,greg-dortch-ARI,greg-dortch
Rashid Shaheed,WR,New Orleans Saints,https://static.www.nfl.com/image/upload/t_player_profile_landscape/t_player_profile_landscape/f_auto/league/mnaref4vwyau8mbsp0ri,NO,rashid-shaheed-NO,rashid-shaheed
Malachi Corley,WR,New York Jets,https://static.www.nfl.com/image/upload/t_player_profile_landscape/t_player_profile_landscape/f_auto/league/wukmdigs85jyubxw0iur,NYJ,malachi-corley-NYJ,malachi-corley
Malik Washington,WR,Miami Dolphins,https://static.www.nfl.com/image/upload/t_player_profile_landscape/t_player_profile_landscape/f_auto/league/mlnnipvmbl92w7mmr1pa,MIA,malik-washington-MIA,malik-washington
Xavier Legette,WR,Carolina Panthers,https://static.www.nfl.com/image/upload/t_player_profile_landscape/t_player_profile_landscape/f_auto/league/a3etuvp3kqtwmtkioq8g,CAR,xavier-legette-CAR,xavier-legette
Christian Watson,WR,Green Bay Packers,https://static.www.nfl.com/image/upload/t_player_profile_landscape/t_player_profile_landscape/f_auto/league/qenktpex0mep8er8dzxj,GB,christian-watson-GB,christian-watson
Jordan Addison,WR,Minnesota Vikings,https://static.www.nfl.com/image/upload/t_player_profile_landscape/t_player_profile_landscape/f_auto/league/tmyckmignrvy8truccwm,MIN,jordan-addison-MIN,jordan-addison
Wan'Dale Robinson,WR,New York Giants,https://static.www.nfl.com/image/upload/t_player_profile_landscape/t_player_profile_landscape/f_auto/league/z94hnehk9vgmvtad6sgi,NYG,wan-dale-robinson-NYG,wan-dale-robinson
Darius Slayton,WR,New York Giants,https://static.www.nfl.com/image/upload/t_player_profile_landscape/t_player_profile_landscape/f_auto/league/zhm6evj813ucss03ndlx,NYG,darius-slayton-NYG,darius-slayton
Demario Douglas,WR,New England Patriots,https://static.www.nfl.com/image/private/t_player_profile_landscape/t_player_profile_landscape/f_auto/league/svnh61ottqtfmcqvnbj3,NE,demario-douglas-NE,demario-douglas
Rome Odunze,WR,Chicago Bears,https://static.www.nfl.com/image/upload/t_player_profile_landscape/t_player_profile_landscape/f_auto/league/labs8tstecnehvzfmrs5,CHI,rome-odunze-CHI,rome-odunze
Curtis Samuel,WR,Buffalo Bills,https://static.www.nfl.com/image/upload/t_player_profile_landscape/t_player_profile_landscape/f_auto/league/mq62ulflifrpjrcyknbj,BUF,curtis-samuel-BUF,curtis-samuel
Jahan Dotson,WR,Philadelphia Eagles,https://static.www.nfl.com/image/upload/t_player_profile_landscape/t_player_profile_landscape/f_auto/league/myxhp9oqtcv1peactbhv,PHI,jahan-dotson-PHI,jahan-dotson
Josh Downs,WR,Indianapolis Colts,https://static.www.nfl.com/image/upload/t_player_profile_landscape/t_player_profile_landscape/f_auto/league/zue2xxvfrignllqlhagu,IND,josh-downs-IND,josh-downs
Jaylen Waddle,WR,Miami Dolphins,https://static.www.nfl.com/image/private/t_player_profile_landscape/t_player_profile_landscape/f_auto/league/qjsz2h6shbdnksctzeka,MIA,jaylen-waddle-MIA,jaylen-waddle
Jordan Whittington,WR,Los Angeles Rams,https://static.www.nfl.com/image/upload/t_player_profile_landscape/t_player_profile_landscape/f_auto/league/x5j7yvx4iheje5vw4tek,LAR,jordan-whittington-LAR,jordan-whittington
Kameron Johnson,WR,Tampa Bay Buccaneers,https://static.www.nfl.com/image/upload/t_player_profile_landscape/t_player_profile_landscape/f_auto/league/uyzrnfwbeejfzkclndvx,TB,kameron-johnson-TB,kameron-johnson
Velus Jones Jr.,WR,Carolina Panthers,https://static.www.nfl.com/image/private/t_player_profile_landscape/t_player_profile_landscape/f_auto/league/gb06eaw6prinklkdkv2d,CAR,velus-jones-CAR,velus-jones
Velus Jones Jr.,WR,Chicago Bears,https://static.www.nfl.com/image/private/t_player_profile_landscape/t_player_profile_landscape/f_auto/league/gb06eaw6prinklkdkv2d,CHI,velus-jones-CHI,velus-jones
Tyreik McAllister,WR,Las Vegas Raiders,https://static.www.nfl.com/image/upload/t_player_profile_landscape/t_player_profile_landscape/f_auto/league/tixxelivpmdjeq2wjdo6,LV,tyreik-mcallister-LV,tyreik-mcallister
Cooper Kupp,WR,Los Angeles Rams,https://static.www.nfl.com/image/upload/t_player_profile_landscape/t_player_profile_landscape/f_auto/league/sq7zwzcgrajuk0hwwph2,LAR,cooper-kupp-LAR,cooper-kupp
Kevin Austin Jr.,WR,New Orleans Saints,https://static.www.nfl.com/image/upload/t_player_profile_landscape/t_player_profile_landscape/f_auto/league/vdah0xfiadl04o4s6xd0,NO,kevin-austin-jr-NO,kevin-austin-jr
Keon Coleman,WR,Buffalo Bills,https://static.www.nfl.com/image/upload/t_player_profile_landscape/t_player_profile_landscape/f_auto/league/ipwpdgb0cm3xy3d8zu1l,BUF,keon-coleman-BUF,keon-coleman
Troy Franklin,WR,Denver Broncos,https://static.www.nfl.com/image/upload/t_player_profile_landscape/t_player_profile_landscape/f_auto/league/w429urxwxc8sw4bsbvxz,DEN,troy-franklin-DEN,troy-franklin
Olamide Zaccheaus,WR,Washington Commanders,https://static.www.nfl.com/image/upload/t_player_profile_landscape/t_player_profile_landscape/f_auto/league/hcmdnfgnnvcp0qbktpxd,WAS,olamide-zaccheaus-x1231-WAS,olamide-zaccheaus-x1231
Jacob Cowing,WR,San Francisco 49ers,https://static.www.nfl.com/image/upload/t_player_profile_landscape/t_player_profile_landscape/f_auto/league/q8luttpmauwatynr9iti,SF,jacob-cowing-SF,jacob-cowing
Chris Olave,WR,New Orleans Saints,https://static.www.nfl.com/image/upload/t_player_profile_landscape/t_player_profile_landscape/f_auto/league/riiwbow7zphqmomiazph,NO,chris-olave-NO,chris-olave
Deven Thompkins,WR,Carolina Panthers,https://static.www.nfl.com/image/private/t_player_profile_landscape/t_player_profile_landscape/f_auto/league/gt0yeyl9y8s6onw8wcdr,CAR,deven-thompkins-CAR,deven-thompkins
Michael Wilson,WR,Arizona Cardinals,https://static.www.nfl.com/image/upload/t_player_profile_landscape/t_player_profile_landscape/f_auto/league/spsbduvpqe21tgkwhvbc,ARI,michael-wilson-ARI,michael-wilson
Diontae Johnson,WR,Baltimore Ravens,https://static.www.nfl.com/image/upload/t_player_profile_landscape/t_player_profile_landscape/f_auto/league/rjtil6ilydmwoy0btlt7,BAL,diontae-johnson-BAL,diontae-johnson
Diontae Johnson,WR,Carolina Panthers,https://static.www.nfl.com/image/upload/t_player_profile_landscape/t_player_profile_landscape/f_auto/league/rjtil6ilydmwoy0btlt7,CAR,diontae-johnson-CAR,diontae-johnson
Diontae Johnson,WR,Houston Texans,https://static.www.nfl.com/image/upload/t_player_profile_landscape/t_player_profile_landscape/f_auto/league/rjtil6ilydmwoy0btlt7,HOU,diontae-johnson-HOU,diontae-johnson
Quentin Johnston,WR,Los Angeles Chargers,https://static.www.nfl.com/image/upload/t_player_profile_landscape/t_player_profile_landscape/f_auto/league/jbxlvsbokf9qdqtet1qr,LAC,quentin-johnston-LAC,quentin-johnston
Ainias Smith,WR,Philadelphia Eagles,https://static.www.nfl.com/image/upload/t_player_profile_landscape/t_player_profile_landscape/f_auto/league/curtawk9bzyg88w5jrg8,PHI,ainias-smith-PHI,ainias-smith
Xavier Gipson,WR,New York Jets,https://static.www.nfl.com/image/private/t_player_profile_landscape/t_player_profile_landscape/f_auto/league/tqo7wkjetkgupevxfvnv,NYJ,xavier-gipson-NYJ,xavier-gipson
Jonathan Mingo,WR,Carolina Panthers,https://static.www.nfl.com/image/upload/t_player_profile_landscape/t_player_profile_landscape/f_auto/league/slc08tcccvtyqr61dtkd,CAR,jonathan-mingo-CAR,jonathan-mingo
Jonathan Mingo,WR,Dallas Cowboys,https://static.www.nfl.com/image/upload/t_player_profile_landscape/t_player_profile_landscape/f_auto/league/slc08tcccvtyqr61dtkd,DAL,jonathan-mingo-DAL,jonathan-mingo
Garrett Wilson,WR,New York Jets,https://static.www.nfl.com/image/private/t_player_profile_landscape/t_player_profile_landscape/f_auto/league/llgosx4tokddwnyrgvbx,NYJ,garrett-wilson-NYJ,garrett-wilson
Khalil Shakir,WR,Buffalo Bills,https://static.www.nfl.com/image/upload/t_player_profile_landscape/t_player_profile_landscape/f_auto/league/ch2yarhiobqlvr9ls2yw,BUF,khalil-shakir-BUF,khalil-shakir
Marquez Valdes-Scantling,WR,Buffalo Bills,https://static.www.nfl.com/image/upload/t_player_profile_landscape/t_player_profile_landscape/f_auto/league/vn2bg6lhyl15xrymtd5g,BUF,marquez-valdes-scantling-BUF,marquez-valdes-scantling
Marquez Valdes-Scantling,WR,New Orleans Saints,https://static.www.nfl.com/image/upload/t_player_profile_landscape/t_player_profile_landscape/f_auto/league/vn2bg6lhyl15xrymtd5g,NO,marquez-valdes-scantling-NO,marquez-valdes-scantling
Devin Duvernay,WR,Jacksonville Jaguars,https://static.www.nfl.com/image/upload/t_player_profile_landscape/t_player_profile_landscape/f_auto/league/wynmyjmvg7cee4y6i21n,JAX,devin-duvernay-JAX,devin-duvernay
Chris Godwin,WR,Tampa Bay Buccaneers,https://static.www.nfl.com/image/upload/t_player_profile_landscape/t_player_profile_landscape/f_auto/league/al7b3dzqhysgve7l5lke,TB,chris-godwin-TB,chris-godwin
Terry McLaurin,WR,Washington Commanders,https://static.www.nfl.com/image/upload/t_player_profile_landscape/t_player_profile_landscape/f_auto/league/wokz1etv1wj1vhbmvxgs,WAS,terry-mclaurin-WAS,terry-mclaurin
Treylon Burks,WR,Tennessee Titans,https://static.www.nfl.com/image/upload/t_player_profile_landscape/t_player_profile_landscape/f_auto/league/xinnrxloao8wvyps7e3m,TEN,treylon-burks-TEN,treylon-burks
Elijah Moore,WR,Cleveland Browns,https://static.www.nfl.com/image/private/t_player_profile_landscape/t_player_profile_landscape/f_auto/league/bhwvzckfhhcqhb7zdqyj,CLE,elijah-moore-CLE,elijah-moore
Rashee Rice,WR,Kansas City Chiefs,https://static.www.nfl.com/image/private/t_player_profile_landscape/t_player_profile_landscape/f_auto/league/zjgi60dvmj5ogvanp201,KC,rashee-rice-KC,rashee-rice
Laviska Shenault Jr.,WR,Seattle Seahawks,https://static.www.nfl.com/image/upload/t_player_profile_landscape/t_player_profile_landscape/f_auto/league/o3cfpcor86ghjwyn8icp,SEA,laviska-shenault-jr-SEA,laviska-shenault-jr
Laviska Shenault Jr.,WR,Los Angeles Chargers,https://static.www.nfl.com/image/upload/t_player_profile_landscape/t_player_profile_landscape/f_auto/league/o3cfpcor86ghjwyn8icp,LAC,laviska-shenault-jr-LAC,laviska-shenault-jr
DeVonta Smith,WR,Philadelphia Eagles,https://static.www.nfl.com/image/upload/t_player_profile_landscape/t_player_profile_landscape/f_auto/league/bmdflwy52nsk7zpnfhwb,PHI,devonta-smith-PHI,devonta-smith
David Moore,WR,Carolina Panthers,https://static.www.nfl.com/image/upload/t_player_profile_landscape/t_player_profile_landscape/f_auto/league/i2esmsczxxoq7pzvg6yf,CAR,david-moore-CAR,david-moore
Ja'Lynn Polk,WR,New England Patriots,https://static.www.nfl.com/image/upload/t_player_profile_landscape/t_player_profile_landscape/f_auto/league/jladubt1cwxq46uslmu9,NE,ja-lynn-polk-NE,ja-lynn-polk
Kalif Raymond,WR,Detroit Lions,https://static.www.nfl.com/image/upload/t_player_profile_landscape/t_player_profile_landscape/f_auto/league/hogsyuf9rqnzydmhbsht,DET,kalif-raymond-DET,kalif-raymond
Steven Sims,WR,Baltimore Ravens,https://static.www.nfl.com/image/upload/t_player_profile_landscape/t_player_profile_landscape/f_auto/league/rsehft6639kzvqezebqf,BAL,steven-sims-BAL,steven-sims
Steven Sims,WR,Houston Texans,https://static.www.nfl.com/image/upload/t_player_profile_landscape/t_player_profile_landscape/f_auto/league/rsehft6639kzvqezebqf,HOU,steven-sims-HOU,steven-sims
Jermaine Jackson,WR,New Orleans Saints,https://static.www.nfl.com/image/upload/t_player_profile_landscape/t_player_profile_landscape/f_auto/league/kmter0gxx2gk9d5b8wgu,NO,jermaine-jackson-NO,jermaine-jackson
Brandin Cooks,WR,Dallas Cowboys,https://static.www.nfl.com/image/upload/t_player_profile_landscape/t_player_profile_landscape/f_auto/league/pjoksfxpbba4hevwpuop,DAL,brandin-cooks-DAL,brandin-cooks
Drake London,WR,Atlanta Falcons,https://static.www.nfl.com/image/upload/t_player_profile_landscape/t_player_profile_landscape/f_auto/league/wikjazqtt3uunjufgqrf,ATL,drake-london-ATL,drake-london
Jalen Reagor,WR,Los Angeles Chargers,https://static.www.nfl.com/image/upload/t_player_profile_landscape/t_player_profile_landscape/f_auto/league/myazqfr7pzfyofksuyet,LAC,jalen-reagor-LAC,jalen-reagor
Jalen Nailor,WR,Minnesota Vikings,https://static.www.nfl.com/image/upload/t_player_profile_landscape/t_player_profile_landscape/f_auto/league/fe9b3l4fz6n02gbr5zbt,MIN,jalen-nailor-MIN,jalen-nailor
Kadarius Toney,WR,Cleveland Browns,https://static.www.nfl.com/image/upload/t_player_profile_landscape/t_player_profile_landscape/f_auto/league/nuwjpint0g5wejogudt4,CLE,kadarius-toney-CLE,kadarius-toney
Jha'Quan Jackson,WR,Tennessee Titans,https://static.www.nfl.com/image/upload/t_player_profile_landscape/t_player_profile_landscape/f_auto/league/np27wd9ahscnln2fsjwg,TEN,jha-quan-jackson-TEN,jha-quan-jackson
Cedric Tillman,WR,Cleveland Browns,https://static.www.nfl.com/image/upload/t_player_profile_landscape/t_player_profile_landscape/f_auto/league/fp371fgk45btt01uvucq,CLE,cedric-tillman-2-CLE,cedric-tillman-2
George Pickens,WR,Pittsburgh Steelers,https://static.www.nfl.com/image/upload/t_player_profile_landscape/t_player_profile_landscape/f_auto/league/klxzcb6p7ekngcognpiy,PIT,george-pickens-PIT,george-pickens
Jerry Jeudy,WR,Cleveland Browns,https://static.www.nfl.com/image/upload/t_player_profile_landscape/t_player_profile_landscape/f_auto/league/szca1v9butuqkjs7ekpm,CLE,jerry-jeudy-CLE,jerry-jeudy
Davante Adams,WR,Las Vegas Raiders,https://static.www.nfl.com/image/upload/t_player_profile_landscape/t_player_profile_landscape/f_auto/league/jweoujpjv9u2a8k7wnos,LV,davante-adams-LV,davante-adams
Davante Adams,WR,New York Jets,https://static.www.nfl.com/image/upload/t_player_profile_landscape/t_player_profile_landscape/f_auto/league/jweoujpjv9u2a8k7wnos,NYJ,davante-adams-NYJ,davante-adams
Ladd McConkey,WR,Los Angeles Chargers,https://static.www.nfl.com/image/upload/t_player_profile_landscape/t_player_profile_landscape/f_auto/league/wcx39ialovvxxnvs2bke,LAC,ladd-mcconkey-LAC,ladd-mcconkey
Jauan Jennings,WR,San Francisco 49ers,https://static.www.nfl.com/image/upload/t_player_profile_landscape/t_player_profile_landscape/f_auto/league/fqyzagb57zrtegmw69eb,SF,jauan-jennings-SF,jauan-jennings
Mike Evans,WR,Tampa Bay Buccaneers,https://static.www.nfl.com/image/upload/t_player_profile_landscape/t_player_profile_landscape/f_auto/league/vfsaie1uiokfczwv9p4d,TB,mike-evans-TB,mike-evans
Tee Higgins,WR,Cincinnati Bengals,https://static.www.nfl.com/image/upload/t_player_profile_landscape/t_player_profile_landscape/f_auto/league/swqgkrdmjecz3vumrex5,CIN,tee-higgins-CIN,tee-higgins
Michael Pittman,WR,Indianapolis Colts,https://static.www.nfl.com/image/private/t_player_profile_landscape/t_player_profile_landscape/f_auto/league/wnymcombo2plamteihiy,IND,michael-pittman-2-IND,michael-pittman-2
Nico Collins,WR,Houston Texans,https://static.www.nfl.com/image/upload/t_player_profile_landscape/t_player_profile_landscape/f_auto/league/q7c9aq8rpremfygslmya,HOU,nico-collins-HOU,nico-collins
A.J. Brown,WR,Philadelphia Eagles,https://static.www.nfl.com/image/private/t_player_profile_landscape/t_player_profile_landscape/f_auto/league/a014sgzctarbvhwb35lw,PHI,a-j-brown-PHI,a-j-brown
DK Metcalf,WR,Seattle Seahawks,https://static.www.nfl.com/image/upload/t_player_profile_landscape/t_player_profile_landscape/f_auto/league/ezpzdcvzlu5ga4uv6oas,SEA,d-k-metcalf-SEA,d-k-metcalf
Marvin Harrison Jr.,WR,Arizona Cardinals,https://static.www.nfl.com/image/upload/t_player_profile_landscape/t_player_profile_landscape/f_auto/league/o6hg5zeofmxvzjjpo2sf,ARI,marvin-harrison-jr-ARI,marvin-harrison-jr
DeAndre Hopkins,WR,Kansas City Chiefs,https://static.www.nfl.com/image/upload/t_player_profile_landscape/t_player_profile_landscape/f_auto/league/viymeohipdn0voptrkzh,KC,deandre-hopkins-KC,deandre-hopkins
DeAndre Hopkins,WR,Tennessee Titans,https://static.www.nfl.com/image/upload/t_player_profile_landscape/t_player_profile_landscape/f_auto/league/viymeohipdn0voptrkzh,TEN,deandre-hopkins-TEN,deandre-hopkins
Tyler Lockett,WR,Seattle Seahawks,https://static.www.nfl.com/image/upload/t_player_profile_landscape/t_player_profile_landscape/f_auto/league/yz9p4pfwr0iyakhnwj4z,SEA,tyler-lockett-SEA,tyler-lockett
Jalen Tolbert,WR,Dallas Cowboys,https://static.www.nfl.com/image/upload/t_player_profile_landscape/t_player_profile_landscape/f_auto/league/cek1m1cbly5rfmmmjpcc,DAL,jalen-tolbert-DAL,jalen-tolbert
Adam Thielen,WR,Carolina Panthers,https://static.www.nfl.com/image/upload/t_player_profile_landscape/t_player_profile_landscape/f_auto/league/pxehgo0l9xl03n7dronf,CAR,adam-thielen-CAR,adam-thielen
Romeo Doubs,WR,Green Bay Packers,https://static.www.nfl.com/image/upload/t_player_profile_landscape/t_player_profile_landscape/f_auto/league/dyulbddqbqshoqdxgo63,GB,romeo-doubs-GB,romeo-doubs
Rashod Bateman,WR,Baltimore Ravens,https://static.www.nfl.com/image/upload/t_player_profile_landscape/t_player_profile_landscape/f_auto/league/jkcapzvd65fxivefjv8l,BAL,rashod-bateman-BAL,rashod-bateman
Amari Cooper,WR,Buffalo Bills,https://static.www.nfl.com/image/upload/t_player_profile_landscape/t_player_profile_landscape/f_auto/league/zmtzqznqui37unmo5xv9,BUF,amari-cooper-BUF,amari-cooper
Amari Cooper,WR,Cleveland Browns,https://static.www.nfl.com/image/upload/t_player_profile_landscape/t_player_profile_landscape/f_auto/league/zmtzqznqui37unmo5xv9,CLE,amari-cooper-CLE,amari-cooper
